"Restaurant.Name","City","Average.Cost.for.two","Has.Table.booking","Has.Online.delivery","Is.delivering.now","Votes","Aggregate.rating","Rating.text","Cuisine.code"
"Gopal's Restaurant & Caterer's","New Delhi",300,0,0,0,22,2.7,"Average",52
"Horn Please","New Delhi",1000,1,1,1,70,3,"Average",52
"Khatey Raho","New Delhi",250,0,0,0,26,3.3,"Average",52
"Kolkata Biryani House","New Delhi",500,0,1,0,404,3.4,"Average",52
"Kolkata Hot Kathi Roll","New Delhi",150,0,0,0,35,3.2,"Average",22
"Madly Bangalee","New Delhi",400,0,0,0,135,2.7,"Average",48
"Oh! China","New Delhi",600,0,1,0,16,2.9,"Average",17
"Punjabi Zaika","New Delhi",500,0,1,0,39,2.9,"Average",17
"Rabi Snacks Corner","New Delhi",300,0,0,0,18,3.4,"Average",22
"Republic of Chicken","New Delhi",400,0,0,0,29,2.7,"Average",59
"Roll n Roast","New Delhi",250,0,0,0,27,3.3,"Average",52
"Roller's High","New Delhi",500,0,0,0,13,3.2,"Average",52
"Royal Chick 'N'","New Delhi",300,0,1,0,18,3.3,"Average",48
"Royal Kolkata Biryani","New Delhi",500,0,0,0,14,2.7,"Average",52
"Sameer's Restaurant","New Delhi",600,0,1,0,59,2.5,"Average",52
"Sanjha Chulha","New Delhi",550,0,0,0,70,2.7,"Average",52
"Shepherd's","New Delhi",250,0,0,0,9,3.1,"Average",22
"Soya King","New Delhi",350,0,1,0,71,2.6,"Average",52
"Tasty Tonight","New Delhi",1000,0,0,0,5,3.1,"Average",52
"The Mustard","New Delhi",500,0,1,0,7,2.9,"Average",8
"Tibb's Frankie","New Delhi",250,0,0,0,16,3.2,"Average",22
"Wazwaan Restaurant","New Delhi",1200,1,0,0,14,3.2,"Average",52
"Yummi Kolkataa","New Delhi",150,0,0,0,17,3.2,"Average",46
"Annapurna Sweet House","New Delhi",150,0,0,0,55,3.7,"Good",46
"Ashirbad","New Delhi",100,0,0,0,46,3.6,"Good",22
"Chocolatiers - The Chocolate Boutique","New Delhi",100,0,1,0,112,3.8,"Good",19
"Dadu Cutlet Shop","New Delhi",100,0,0,0,99,3.7,"Good",22
"Dogs & Wiches","New Delhi",600,0,1,0,109,3.9,"Good",18
"Maa Tara","New Delhi",500,0,1,0,458,3.6,"Good",8
"My Spice Kitchen","New Delhi",650,0,1,0,443,3.5,"Good",52
"The Singing Tree","New Delhi",100,0,0,0,33,3.7,"Good",9
"Chulha Punjabi Da","New Delhi",600,0,1,0,41,2.4,"Poor",52
"Viva Hyderabad","New Delhi",600,0,1,0,38,2.3,"Poor",11
"Metro Grill","New Delhi",1200,1,0,0,134,3.4,"Average",52
"Cafe Cruise","New Delhi",1300,1,1,0,153,2.8,"Average",18
"Etal The Lounge Bar","New Delhi",2000,1,0,0,455,3.2,"Average",52
"Game of Legends - Sports Bar, Grill, & Lounge","New Delhi",1450,1,0,0,609,3.5,"Good",52
"Al-raaya","New Delhi",600,0,1,0,6,3.1,"Average",48
"Authentique Bites","New Delhi",300,0,0,0,17,3.2,"Average",7
"Embassy","New Delhi",1200,1,1,0,126,3,"Average",17
"Narang's Bake 'n' Cake","New Delhi",400,0,0,0,4,3,"Average",7
"New Darvesh","New Delhi",150,0,0,0,14,3,"Average",17
"1UP","New Delhi",1200,1,0,0,282,3.5,"Good",15
"Gujarati Samaj Santushti","New Delhi",300,0,0,0,95,3.6,"Good",27
"Boa Village","New Delhi",1500,1,0,0,225,4,"Very Good",17
"Anand Ji Restaurant","New Delhi",400,0,0,0,28,3.1,"Average",17
"Baskin Robbins","New Delhi",300,0,1,0,38,3.3,"Average",30
"Bhoj Restaurant","New Delhi",600,0,0,0,54,2.8,"Average",52
"Brijwasi Restaurant","New Delhi",400,0,0,0,32,2.8,"Average",52
"Cafe Coffee Day - The Lounge","New Delhi",750,0,0,0,42,3.2,"Average",15
"Cafe Coffee Day","New Delhi",450,0,0,0,10,2.9,"Average",15
"Chaat Tadka","New Delhi",300,0,0,0,27,2.8,"Average",52
"Chawla's Unique Chicken Corner","New Delhi",600,0,1,0,35,3.2,"Average",52
"Dawat Khana","New Delhi",1600,1,1,0,82,2.5,"Average",52
"Eat n Joy","New Delhi",500,0,0,0,24,3.2,"Average",52
"Khan Chicken Biryani","New Delhi",500,0,0,0,14,2.9,"Average",52
"Kolkata Roll","New Delhi",200,0,0,0,16,2.8,"Average",22
"R. Ahmad Food","New Delhi",450,0,0,0,11,3,"Average",52
"Sab Ke Khatir","New Delhi",600,0,0,0,14,3.1,"Average",52
"Bon Bon Pastry Shop","New Delhi",150,0,0,0,91,3.5,"Good",7
"Moksha","New Delhi",1400,1,1,0,110,3.7,"Good",52
"Pebble Street","New Delhi",2400,1,1,0,886,3.9,"Good",32
"Amber","New Delhi",1800,1,1,0,152,2.6,"Average",52
"Attitude Kitchen & Bar","New Delhi",1300,1,0,0,140,2.9,"Average",52
"Cafe Coffee Day","New Delhi",450,0,1,0,277,3.4,"Average",15
"Castle 9","New Delhi",1350,1,0,0,1099,3.1,"Average",23
"Costa Coffee","New Delhi",600,0,0,0,76,3.4,"Average",15
"Delhi Darbar Dhaba","New Delhi",400,0,1,0,89,3.2,"Average",52
"Garam Dharam","New Delhi",1300,0,1,0,1523,3.4,"Average",52
"Gola Sizzlers","New Delhi",1600,0,1,0,671,3,"Average",17
"Indian Coffee House","New Delhi",200,0,0,0,1300,3.3,"Average",22
"My Bar Lounge & Restaurant","New Delhi",1000,0,0,0,2460,2.7,"Average",52
"My Bar Square","New Delhi",1000,0,0,0,1096,2.5,"Average",52
"Sagar Ratna","New Delhi",600,0,1,0,499,3.4,"Average",63
"The Immigrant Cafe","New Delhi",1100,1,0,0,563,3.2,"Average",52
"MOB Brewpub","New Delhi",1500,0,0,0,52,4.7,"Excellent",18
"Naturals Ice Cream","New Delhi",150,0,1,0,2620,4.9,"Excellent",30
"Zabardast Indian Kitchen","New Delhi",1800,1,1,0,242,4.7,"Excellent",52
"Anand Restaurant","New Delhi",550,0,0,0,485,3.6,"Good",52
"Berco's","New Delhi",1100,1,1,0,2639,3.9,"Good",17
"Blues","New Delhi",1100,0,0,0,706,3.7,"Good",18
"Burger King","New Delhi",500,0,1,0,2093,3.8,"Good",13
"Burger Singh","New Delhi",500,0,1,0,548,3.6,"Good",13
"Cafe Coffee Day The Square","New Delhi",700,0,0,0,361,3.6,"Good",15
"Cafe Dalal Street","New Delhi",1500,0,1,0,873,3.7,"Good",52
"Cafe Hawkers","New Delhi",1200,1,0,0,673,3.7,"Good",17
"Cafe Public Connection","New Delhi",1200,1,0,0,834,3.7,"Good",52
"Cafí© MRP","New Delhi",800,0,0,0,877,3.6,"Good",52
"Caffe Tonino","New Delhi",1400,0,1,0,1503,3.9,"Good",56
"Cha Bar","New Delhi",500,0,0,0,3206,3.9,"Good",15
"Chaayos","New Delhi",400,0,1,0,487,3.9,"Good",15
"Chew - Pan Asian Cafe","New Delhi",1700,1,1,0,2003,3.9,"Good",4
"China Garden","New Delhi",1800,1,0,0,496,3.9,"Good",17
"Desi Vibes","New Delhi",1400,1,1,0,841,3.9,"Good",52
"Domino's Pizza","New Delhi",700,0,0,0,336,3.7,"Good",56
"Dunkin' Donuts","New Delhi",600,0,1,0,271,3.8,"Good",13
"Dunkin' Donuts","New Delhi",600,0,0,0,1607,3.9,"Good",13
"Embassy","New Delhi",2000,1,1,0,706,3.5,"Good",52
"FLYP@MTV","New Delhi",1200,1,0,0,1379,3.9,"Good",52
"GoGourmet","New Delhi",600,0,1,0,55,3.7,"Good",28
"Haldiram's","New Delhi",550,0,0,0,1151,3.9,"Good",66
"Indian Grill Company","New Delhi",1300,1,1,0,626,3.7,"Good",52
"Jain Chawal Wale","New Delhi",250,0,1,0,301,3.8,"Good",52
"Jungle Jamboree","New Delhi",1200,1,0,0,1174,3.8,"Good",52
"Kake Da Hotel","New Delhi",600,0,0,0,2185,3.5,"Good",52
"Kebab Xpress","New Delhi",600,0,1,0,321,3.5,"Good",52
"KFC","New Delhi",500,0,1,0,427,3.7,"Good",1
"Khan Chacha","New Delhi",650,0,1,0,1189,3.7,"Good",48
"Kinbuck 2","New Delhi",1600,0,0,0,1286,3.9,"Good",52
"La Americana","New Delhi",450,0,1,0,41,3.7,"Good",22
"Lady Baga","New Delhi",1200,1,1,0,277,3.7,"Good",25
"Life Caffe","New Delhi",1500,1,0,0,391,3.6,"Good",15
"Lord of the Drinks","New Delhi",2200,0,0,0,2589,3.9,"Good",21
"McDonald's","New Delhi",500,0,0,0,388,3.8,"Good",22
"McDonald's","New Delhi",500,0,0,0,108,3.7,"Good",22
"Moets Arabica","New Delhi",400,0,0,0,95,3.5,"Good",3
"Mother India","New Delhi",1400,1,0,0,66,3.9,"Good",8
"Mughlai Junction","New Delhi",650,0,1,0,310,3.9,"Good",52
"My Bar Headquarters","New Delhi",1000,0,0,0,3010,3.7,"Good",52
"Nando's","New Delhi",1200,0,1,0,1891,3.7,"Good",57
"Nizam's Kathi Kabab","New Delhi",900,0,0,0,1761,3.8,"Good",52
"Oh My God","New Delhi",1400,1,0,0,367,3.8,"Good",52
"Open House Cafe","New Delhi",1700,0,0,0,1158,3.8,"Good",52
"Parikrama - The Revolving Restaurant","New Delhi",2400,0,0,0,2689,3.8,"Good",52
"Pind Balluchi","New Delhi",1000,0,1,0,1434,3.6,"Good",52
"Pizza Hut","New Delhi",1000,0,1,0,541,3.5,"Good",32
"Playboy Cafe","New Delhi",1100,1,0,0,140,3.7,"Good",52
"Privee'","New Delhi",5000,0,0,0,61,3.6,"Good",17
"Punjabi By Nature","New Delhi",1100,1,1,0,1256,3.7,"Good",52
"Quote - The Eclectic Bar and Lounge","New Delhi",1700,1,0,0,422,3.5,"Good",23
"Rajdhani Thali Restaurant","New Delhi",950,0,1,0,1134,3.6,"Good",27
"Route 04","New Delhi",1350,1,1,0,1863,3.5,"Good",18
"Sbarro","New Delhi",600,0,1,0,1311,3.5,"Good",56
"Shake Square","New Delhi",400,0,0,0,1333,3.7,"Good",9
"South Indian Snacks","New Delhi",300,0,0,0,50,3.6,"Good",63
"SSKY Bar & Lounge","New Delhi",2800,1,0,0,92,3.5,"Good",48
"Starbucks","New Delhi",700,0,0,0,552,3.8,"Good",15
"Subway","New Delhi",500,0,1,0,276,3.5,"Good",1
"Tamasha","New Delhi",1600,1,0,0,1801,3.7,"Good",23
"Taste of China","New Delhi",1200,0,1,0,327,3.5,"Good",17
"Teddy Boy","New Delhi",1200,1,0,0,1020,3.9,"Good",52
"The Beer Cafe - BIGGIE","New Delhi",1250,1,0,0,645,3.8,"Good",23
"The Flying Saucer Cafe","New Delhi",1500,1,0,0,143,3.9,"Good",32
"The Junkyard Cafe","New Delhi",1500,1,0,0,1545,3.9,"Good",52
"The Luggage Room Kitchen And Bar","New Delhi",1400,1,0,0,63,3.5,"Good",52
"The Rolling Joint","New Delhi",450,0,1,0,783,3.9,"Good",22
"The Vault Cafe","New Delhi",1600,1,0,0,3413,3.9,"Good",52
"Veda","New Delhi",1600,1,1,0,1087,3.9,"Good",52
"Warehouse Cafe","New Delhi",1500,0,0,0,4914,3.7,"Good",1
"Zaffran","New Delhi",1800,0,0,0,908,3.9,"Good",52
"Zen","New Delhi",1500,1,1,0,1027,3.5,"Good",17
"Zizo","New Delhi",1600,1,1,0,1071,3.9,"Good",38
"38 Barracks","New Delhi",1600,1,0,0,840,4.4,"Very Good",52
"Ambrosia Bliss","New Delhi",1800,1,0,0,2333,4,"Very Good",52
"Ardor 2.1","New Delhi",2000,1,1,0,1821,4.1,"Very Good",52
"Barbeque Nation","New Delhi",1600,0,0,0,3164,4.1,"Very Good",52
"Bikkgane Biryani","New Delhi",800,0,1,0,740,4.1,"Very Good",11
"Biryani Blues","New Delhi",1000,0,1,0,510,4,"Very Good",11
"Caffe 9","New Delhi",2000,1,1,0,961,4.2,"Very Good",52
"Excuse Me Boss","New Delhi",1800,1,0,0,799,4.1,"Very Good",18
"Fa Yian","New Delhi",1200,1,0,0,412,4,"Very Good",17
"Farzi Cafe","New Delhi",2200,0,0,0,1942,4.4,"Very Good",47
"Fuji Japanese Restaurant","New Delhi",2000,1,1,0,312,4,"Very Good",33
"Healthy Routes","New Delhi",800,1,1,0,361,4,"Very Good",28
"HotMess","New Delhi",1900,1,1,0,1129,4.3,"Very Good",52
"House of Commons","New Delhi",1400,1,0,0,510,4,"Very Good",18
"Johnny Rockets","New Delhi",1000,1,0,0,608,4,"Very Good",22
"Odeon Social","New Delhi",1600,1,0,0,1959,4.1,"Very Good",18
"Pebble Street","New Delhi",1800,1,1,0,817,4,"Very Good",32
"Piali - The Curry Bistro","New Delhi",1200,1,1,0,400,4.1,"Very Good",4
"Saravana Bhavan","New Delhi",500,0,1,0,5172,4.3,"Very Good",63
"Smoke On Water","New Delhi",1300,1,0,0,467,4.1,"Very Good",18
"Starbucks","New Delhi",700,0,0,0,2417,4.1,"Very Good",15
"The Darzi Bar & Kitchen","New Delhi",1500,1,0,0,90,4.1,"Very Good",52
"The G.T. Road","New Delhi",1500,1,0,0,104,4.3,"Very Good",52
"The Town House Cafe","New Delhi",2100,1,0,0,2252,4,"Very Good",18
"United Coffee House","New Delhi",2200,1,0,0,1838,4.1,"Very Good",52
"Unplugged Courtyard","New Delhi",1600,0,0,0,1758,4,"Very Good",52
"Wenger's Deli","New Delhi",400,0,0,0,1457,4.3,"Very Good",7
"Wenger's","New Delhi",400,0,0,0,3591,4.3,"Very Good",7
"{Niche} - Cafe & Bar","New Delhi",1500,1,0,0,492,4.1,"Very Good",52
"Chicken Minar","New Delhi",550,0,1,0,77,2.6,"Average",52
"G Lounge","New Delhi",1900,1,0,0,113,3.2,"Average",52
"Gyms Kook","New Delhi",1000,0,1,0,140,3.3,"Average",18
"Burger Joint","New Delhi",300,0,1,0,164,3.5,"Good",22
"Eleven to Eleven","New Delhi",800,0,1,0,106,3.1,"Average",52
"Le Chef","New Delhi",800,1,1,0,134,3.3,"Average",52
"McDonald's","New Delhi",500,0,1,0,77,3.4,"Average",22
"The Buffet Wagon","New Delhi",950,1,1,0,102,3.3,"Average",52
"Haldiram's","New Delhi",600,0,0,0,217,3.5,"Good",52
"Connexions Bar - Crowne Plaza","New Delhi",2500,1,0,0,59,3.5,"Good",23
"Deli - Crowne Plaza","New Delhi",1000,1,0,0,60,3.7,"Good",7
"Lobby Lounge - Crowne Plaza","New Delhi",2000,1,0,0,12,3.2,"Average",23
"Infinity - Crowne Plaza","New Delhi",3000,1,0,0,115,3.5,"Good",32
"Fiery Grills","New Delhi",1000,1,0,0,165,3.3,"Average",52
"McDonald's","New Delhi",500,0,1,0,41,3.4,"Average",22
"Cafe Desire","New Delhi",1000,1,1,0,116,3.5,"Good",52
"Haldiram's","New Delhi",550,0,0,0,262,3.7,"Good",52
"Kake Di Hatti","New Delhi",400,0,0,0,364,3.5,"Good",52
"Akash Deep","New Delhi",600,0,0,0,28,2.8,"Average",52
"Al Saad Foods","New Delhi",400,0,0,0,12,3.2,"Average",52
"Cafe Coffee Day","New Delhi",450,0,0,0,22,2.8,"Average",15
"Chandrika","New Delhi",400,0,0,0,6,2.9,"Average",52
"Dawat-E-Chaman","New Delhi",400,0,0,0,45,3.4,"Average",52
"Kallu Nihari","New Delhi",150,0,0,0,6,3,"Average",48
"King Bikaneri","New Delhi",400,0,0,0,6,2.9,"Average",52
"Manchanda Bakery","New Delhi",200,0,0,0,8,3.1,"Average",7
"McDonald's","New Delhi",500,0,1,0,23,2.8,"Average",22
"Mehta Restaurant","New Delhi",150,0,0,0,6,3.2,"Average",66
"Shree Jee Rasoi","New Delhi",500,0,1,0,33,3,"Average",52
"Taj Snacks","New Delhi",200,0,0,0,5,3,"Average",63
"Zaika","New Delhi",600,0,0,0,159,3.4,"Average",52
"Bagli's Kitchen","New Delhi",500,0,0,0,85,3.7,"Good",54
"Bhaja Govindam","New Delhi",700,1,0,0,189,3.8,"Good",52
"Changezi Chicken","New Delhi",500,0,1,0,519,3.7,"Good",52
"Dilli Gate","New Delhi",500,0,0,0,26,3.5,"Good",52
"Jahangeer Foods","New Delhi",600,0,0,0,124,3.8,"Good",52
"Moti Mahal","New Delhi",1100,1,0,0,711,3.6,"Good",52
"Nandlal Ka Dhaba","New Delhi",500,0,0,0,109,3.6,"Good",52
"Sugandh","New Delhi",400,0,0,0,57,3.7,"Good",52
"Suvidha Vegetarian","New Delhi",350,0,0,0,88,3.6,"Good",52
"Domino's Pizza","New Delhi",700,0,0,0,32,2.3,"Poor",56
"Delhi 6 - Royal Cuisine Of The Walled City","New Delhi",500,0,0,0,271,4.1,"Very Good",48
"Food Hub","New Delhi",150,0,0,0,4,3,"Average",7
"Aka Saka","New Delhi",1200,1,0,0,176,3.3,"Average",17
"Anil Mishtan Wala","New Delhi",100,0,0,0,10,3.1,"Average",46
"Barista","New Delhi",650,0,1,0,73,3.3,"Average",15
"Cafe 1 Fast Food","New Delhi",200,0,0,0,12,3,"Average",22
"Cake Central - Premier Cake Design Studio","New Delhi",300,0,0,0,13,3.4,"Average",7
"Chawla's Tandoori Junction","New Delhi",600,0,0,0,33,3.3,"Average",52
"Chawnsan Chef","New Delhi",700,0,1,0,104,3.4,"Average",48
"Choco Kraft","New Delhi",300,0,1,0,12,3.2,"Average",7
"Colonel's Kababz","New Delhi",900,1,0,0,600,3.2,"Average",52
"Confectionately Seerat's","New Delhi",600,0,0,0,13,3.2,"Average",7
"Country Curries","New Delhi",700,0,1,0,8,2.7,"Average",52
"Domino's Pizza","New Delhi",700,0,0,0,78,2.5,"Average",56
"Duggal's Rasoi","New Delhi",600,0,0,0,35,3.4,"Average",52
"Firefly India","New Delhi",500,0,0,0,16,3.4,"Average",7
"Fluffles - The Fluffy Waffle Co.","New Delhi",300,0,1,0,7,2.5,"Average",19
"Giani's","New Delhi",400,0,1,0,26,2.8,"Average",30
"Giani","New Delhi",400,0,1,0,29,3.3,"Average",30
"Green Chick Chop","New Delhi",350,0,0,0,16,2.7,"Average",59
"Gulshan Fish & Chicken Fry","New Delhi",450,0,0,0,14,3.2,"Average",52
"Kitchen22","New Delhi",500,0,0,0,9,3.1,"Average",22
"La Chocoallure","New Delhi",250,0,0,0,7,2.9,"Average",19
"Little Dragon","New Delhi",300,0,0,0,102,2.9,"Average",22
"Maddi Sweet Centre","New Delhi",150,0,0,0,22,3.2,"Average",46
"Man Vs Food The Kitchen","New Delhi",600,0,1,0,9,3.1,"Average",52
"MB's","New Delhi",1600,1,0,0,128,3.1,"Average",18
"Moet's Sizzlers","New Delhi",1600,0,0,0,496,3,"Average",18
"Oberoi's","New Delhi",450,0,0,0,8,3.2,"Average",52
"Punjabee's Darbar","New Delhi",550,0,1,0,19,3.3,"Average",52
"Qureshi's Kabab Corner","New Delhi",600,0,0,0,35,3.4,"Average",52
"Saleem's Restaurant","New Delhi",600,0,1,0,53,3.2,"Average",52
"Suri Saab Restaurant","New Delhi",600,0,1,0,39,3,"Average",52
"The Sweet Boutique","New Delhi",300,0,0,0,25,3.3,"Average",7
"Tibb's Frankie","New Delhi",300,0,0,0,28,3.2,"Average",22
"Veg Ex","New Delhi",500,0,1,0,44,3.4,"Average",52
"Zaaika Junction","New Delhi",500,0,1,0,56,2.6,"Average",52
"28 Capri Italy","New Delhi",1500,1,1,0,245,3.9,"Good",32
"4S Chinese Restaurant","New Delhi",700,0,0,0,215,3.5,"Good",17
"Amici Cafe","New Delhi",1200,1,1,0,386,3.6,"Good",15
"Angels in my Kitchen","New Delhi",350,0,1,0,460,3.8,"Good",7
"Arabian Delites","New Delhi",600,0,1,0,146,3.6,"Good",38
"Baskin Robbins","New Delhi",300,0,0,0,55,3.7,"Good",30
"Cafe Brown Sugar","New Delhi",1000,0,1,0,390,3.7,"Good",15
"Chakhnaa Wala","New Delhi",400,0,1,0,15,3.5,"Good",48
"Cocoberry","New Delhi",300,0,1,0,130,3.6,"Good",19
"Concept","New Delhi",600,0,0,0,301,3.9,"Good",52
"Deez Biryani & Kebabs","New Delhi",800,1,1,0,338,3.7,"Good",11
"Def Col Social","New Delhi",1600,1,1,0,798,3.9,"Good",18
"Dí_ner Grill","New Delhi",900,0,1,0,192,3.8,"Good",22
"Hong Kong Express","New Delhi",700,0,1,0,196,3.8,"Good",17
"Kent's Fast Food","New Delhi",500,0,1,0,766,3.7,"Good",13
"Koyla Kebab","New Delhi",700,0,1,0,42,3.6,"Good",52
"Meraki Cafe & Bar","New Delhi",1400,1,1,0,139,3.6,"Good",52
"Milk Patisserie","New Delhi",300,0,1,0,24,3.8,"Good",7
"Moets Curry Leaf","New Delhi",1500,1,1,0,208,3.5,"Good",52
"Moets Oh! Bao","New Delhi",1200,1,1,0,99,3.6,"Good",17
"Moets Shack","New Delhi",1800,1,1,0,601,3.7,"Good",61
"Moets Stone","New Delhi",2000,1,1,0,354,3.8,"Good",32
"Moti Mahal Delux","New Delhi",1000,1,1,0,130,3.8,"Good",52
"Nizam's Kathi Kabab","New Delhi",900,0,1,0,303,3.8,"Good",52
"NYC.PIE","New Delhi",900,1,1,0,306,3.8,"Good",32
"Raro","New Delhi",800,0,0,0,304,3.7,"Good",15
"Sagar Ratna","New Delhi",600,0,1,0,308,3.7,"Good",52
"Subway","New Delhi",500,0,1,0,84,3.6,"Good",1
"Swagath","New Delhi",1500,1,0,0,749,3.9,"Good",52
"The Jugaad Cafe Bar","New Delhi",1800,1,0,0,238,3.8,"Good",52
"Mehfil","New Delhi",600,0,0,0,35,2.4,"Poor",52
"Bonne Bouche","New Delhi",1750,1,1,0,711,4.1,"Very Good",32
"Cafe Yell","New Delhi",1000,1,0,0,50,4.4,"Very Good",15
"Defence Bakery","New Delhi",400,0,1,0,561,4.1,"Very Good",7
"Desi Vibes","New Delhi",1500,1,1,0,183,4,"Very Good",52
"Ek Bar","New Delhi",1700,1,1,0,242,4.1,"Very Good",47
"Hwealthcafe","New Delhi",800,1,1,0,223,4.1,"Very Good",15
"Kathputli","New Delhi",900,1,1,0,769,4.1,"Very Good",58
"Kulfiano","New Delhi",200,0,1,0,169,4,"Very Good",30
"Number 31","New Delhi",1600,1,1,0,63,4.2,"Very Good",18
"RoadRomeo","New Delhi",1650,1,1,0,460,4,"Very Good",52
"Sagar Ratna","New Delhi",600,0,1,0,782,4,"Very Good",63
"The Culinary Pitaara","New Delhi",900,0,1,0,95,4.2,"Very Good",52
"Whipped","New Delhi",550,0,1,0,372,4.2,"Very Good",7
"A Vaishno Bhojnalaya","New Delhi",100,0,0,0,29,3.1,"Average",52
"Aim Delhi Cafe","New Delhi",400,0,0,0,69,3.4,"Average",15
"Apni Rasoi","New Delhi",400,0,1,0,109,2.8,"Average",52
"Blue Bull Cafe","New Delhi",800,0,0,0,15,2.8,"Average",15
"Cafe Bethak","New Delhi",600,0,0,0,76,3.4,"Average",15
"Cafe Coffee Day","New Delhi",450,0,0,0,46,3.4,"Average",15
"Cafe Coffee Day","New Delhi",450,0,0,0,87,3.2,"Average",15
"Chakhlo Food Court","New Delhi",300,0,0,0,45,2.6,"Average",52
"Domino's Pizza","New Delhi",700,0,0,0,109,2.5,"Average",56
"Frontier","New Delhi",200,0,0,0,8,3,"Average",7
"Good Foods","New Delhi",300,0,0,0,35,3.3,"Average",52
"Grain Bell Restaurant","New Delhi",450,0,1,0,81,2.8,"Average",52
"Green Chick Chop","New Delhi",350,0,1,0,72,3.1,"Average",59
"Grover's - The Baker Shop","New Delhi",100,0,0,0,18,3,"Average",7
"Hookups Cafe & Lounge","New Delhi",850,1,0,0,113,3.3,"Average",17
"Jai Hind Dairy","New Delhi",100,0,0,0,5,2.8,"Average",46
"Kaveri","New Delhi",300,0,0,0,51,3.3,"Average",52
"Khushboo Vaishno Dhaba","New Delhi",150,0,0,0,5,2.9,"Average",52
"Korea Restaurant","New Delhi",900,1,0,0,82,3,"Average",37
"Kukkad Nukkad","New Delhi",600,0,1,0,12,3,"Average",52
"Metro Fast Food","New Delhi",350,0,1,0,26,2.6,"Average",17
"Mughlai Flavours","New Delhi",300,0,1,0,17,3.2,"Average",48
"Pitstop","New Delhi",600,0,1,0,85,3.3,"Average",52
"Pizza Hut","New Delhi",1000,0,1,0,143,3.4,"Average",32
"Prince Snacks & Momo's Point","New Delhi",300,0,0,0,39,3.4,"Average",17
"Qash Retro Bar","New Delhi",2000,1,0,0,81,2.7,"Average",23
"Red Chillies","New Delhi",250,0,0,0,69,3.3,"Average",22
"Samrat Bakers","New Delhi",200,0,0,0,16,2.6,"Average",7
"Samrat Restaurant","New Delhi",700,0,0,0,173,3.4,"Average",52
"Shammi Bhai Lassi Wala","New Delhi",400,0,0,0,45,3.2,"Average",17
"Shooters Lounge and Bar","New Delhi",1100,0,0,0,50,2.7,"Average",52
"Singh Ching","New Delhi",600,0,1,0,427,3.4,"Average",52
"Southy","New Delhi",450,0,1,0,138,2.6,"Average",63
"Take n Taste Shawarma Zone","New Delhi",100,0,0,0,14,3,"Average",22
"The Night Owl","New Delhi",450,0,1,0,51,2.8,"Average",17
"Tilak's The Diners","New Delhi",700,0,1,0,130,3.1,"Average",52
"Spezia Bistro","New Delhi",900,1,1,0,1071,4.6,"Excellent",15
"Cent Percent The Pastry Shop","New Delhi",250,0,1,0,258,3.6,"Good",7
"For God's Cake","New Delhi",250,0,1,0,533,3.9,"Good",7
"Laxmi Ice Cream","New Delhi",150,0,0,0,93,3.7,"Good",30
"Mirch Masala MM Cafe","New Delhi",550,0,1,0,484,3.7,"Good",52
"Moh Maya Cafe","New Delhi",1000,1,0,0,49,3.7,"Good",52
"QD's Restaurant","New Delhi",800,0,1,0,2724,3.9,"Good",17
"SuperHero Cafe","New Delhi",550,0,1,0,541,3.8,"Good",15
"Suresh Fast Food","New Delhi",250,0,0,0,91,3.7,"Good",52
"Wood Box Cafe","New Delhi",650,1,1,0,1970,3.8,"Good",15
"Sagar Ratna","New Delhi",600,0,1,0,147,2.4,"Poor",63
"Slice of Italy","New Delhi",700,0,1,0,148,2.4,"Poor",32
"Bakar The Cafe","New Delhi",400,0,0,0,111,4.1,"Very Good",15
"Indus Flavour","New Delhi",700,1,1,0,1384,4.1,"Very Good",52
"Raw Creams","New Delhi",250,0,1,0,156,4.3,"Very Good",30
"Ricos","New Delhi",900,0,0,0,4085,4.3,"Very Good",15
"The Hudson Cafe","New Delhi",850,0,1,0,1537,4.4,"Very Good",15
"YOLO 21","New Delhi",700,1,0,0,1526,4.2,"Very Good",15
"Assam Food Stall","New Delhi",400,0,0,0,45,2.8,"Average",5
"Darbar E Awadh","New Delhi",750,0,0,0,26,3.2,"Average",52
"Hotel Tamil Nadu","New Delhi",350,0,0,0,13,3.1,"Average",63
"Incrivel Goa","New Delhi",700,0,1,0,29,2.5,"Average",25
"Lakshadweep","New Delhi",200,0,0,0,11,2.8,"Average",52
"Odisha","New Delhi",450,0,0,0,52,3.1,"Average",53
"Rajasthan Food Stall No. 1","New Delhi",400,0,0,0,69,3.4,"Average",58
"Shillong View","New Delhi",350,0,0,0,36,3,"Average",17
"Wazwan","New Delhi",700,0,0,0,44,3.1,"Average",35
"Zayaka","New Delhi",450,0,0,0,8,2.8,"Average",17
"Bihar ki Rasoi","New Delhi",500,0,0,0,28,3.5,"Good",10
"Bijoli Grill","New Delhi",800,0,0,0,182,3.7,"Good",8
"Maharashtra Food Stall","New Delhi",350,0,0,0,93,3.6,"Good",40
"Manipur Food Stall","New Delhi",450,0,0,0,72,3.6,"Good",17
"Momo Mia","New Delhi",400,0,0,0,152,3.8,"Good",17
"Mother Dairy Ice Cream","New Delhi",250,0,0,0,19,3.5,"Good",19
"Nagaland","New Delhi",800,1,0,0,143,3.7,"Good",17
"Navdanya Organic Food Cafe","New Delhi",450,0,0,0,24,3.5,"Good",52
